driver_BlockManager_memory_memUsed_MB_value,driver_BlockManager_memory_remainingMem_MB_value,driver_DAGScheduler_messageProcessingTime_m1_rate,driver_DAGScheduler_messageProcessingTime_m5_rate,driver_LiveListenerBus_listenerProcessingTime_org_apache_spark_scheduler_EventLoggingListener_m1_rate,driver_benchmark_userclicks_12_18_10000_500000_batch066_7__StreamingMetrics_streaming_lastCompletedBatch_processingDelay_value,driver_benchmark_userclicks_12_18_10000_500000_batch066_7__StreamingMetrics_streaming_lastReceivedBatch_records_value
5216.0,55231.0,10.677928,6.4112620000000025,25.852511,1976.0,4796811.0
5312.0,55135.0,10.677928,6.4112620000000025,25.852511,1976.0,4798873.0
5405.0,55042.0,10.677928,6.4112620000000025,25.852511,1976.0,4798873.0
5535.0,54912.0,10.677928,6.4112620000000025,25.852511,1976.0,4798873.0
4610.0,55837.0,11.663146,6.685449,25.852511,2451.0,4798873.0
4706.0,55741.0,11.663146,6.685449,28.294953000000003,2451.0,4798873.0
4833.0,55614.0,11.663146,6.685449,28.294953000000003,2451.0,4798873.0
4928.0,55519.0,11.663146,6.685449,28.294953000000003,2451.0,4798873.0
5023.0,55424.0,11.663146,6.685449,28.294953000000003,2451.0,4798873.0
5150.0,55297.0,10.730612,6.574948,28.294953000000003,2451.0,4798873.0
5245.0,55202.0,10.730612,6.574948,26.304462,2451.0,4798873.0
5340.0,55107.0,10.730612,6.574948,26.304462,2451.0,5400554.0
5466.0,54981.0,10.730612,6.574948,26.304462,2451.0,5400554.0
5561.0,54886.0,10.730612,6.574948,26.304462,2451.0,5400554.0
4576.0,55871.0,11.711618,6.846431,26.304462,2446.0,5400554.0
4701.0,55746.0,11.711618,6.846431,28.710769,2446.0,5400554.0
4764.0,55683.0,11.711618,6.846431,28.710769,2446.0,5400554.0
4891.0,55555.0,11.711618,6.846431,28.710769,2446.0,5400554.0
5018.0,55429.0,11.711618,6.846431,28.710769,2446.0,5400554.0
5114.0,55333.0,10.775209,6.733269,28.710769,2446.0,5400554.0
5209.0,55237.0,10.775209,6.733269,26.719014,2446.0,5400554.0
5336.0,55110.0,10.775209,6.733269,26.719014,2446.0,5400733.0
5432.0,55015.0,10.775209,6.733269,26.719014,2446.0,5400733.0
5528.0,54919.0,10.775209,6.733269,26.719014,2446.0,5400733.0
4573.0,55874.0,11.752649,7.002135000000001,26.719014,2382.0,5400733.0
4667.0,55780.0,11.752649,7.002135000000001,29.092174,2382.0,5400733.0
4761.0,55686.0,11.752649,7.002135000000001,29.092174,2382.0,5400733.0
4886.0,55561.0,11.752649,7.002135000000001,29.092174,2382.0,5400733.0
4981.0,55466.0,11.752649,7.002135000000001,29.092174,2382.0,5400733.0
5013.0,55434.0,10.81296,6.886399000000001,29.092174,2382.0,5400733.0
5181.0,55266.0,10.81296,6.886399000000001,27.02195,2382.0,5400733.0
5255.0,55156.0,10.81296,6.886399000000001,27.02195,2382.0,4680868.0
5394.0,55053.0,10.81296,6.886399000000001,27.02195,2382.0,4680868.0
5522.0,54925.0,10.81296,6.886399000000001,27.02195,2382.0,4680868.0
4600.0,55847.0,11.755399,7.146122,27.02195,2502.0,4680868.0
4696.0,55751.0,11.755399,7.146122,31.065948,2502.0,4680868.0
4822.0,55625.0,11.755399,7.146122,31.065948,2502.0,4680868.0
4918.0,55529.0,11.755399,7.146122,31.065948,2502.0,4680868.0
5013.0,55434.0,11.755399,7.146122,31.065948,2502.0,4680868.0
5139.0,55308.0,10.815489,7.0280070000000014,31.065948,2502.0,4680868.0
5234.0,55213.0,10.815489,7.0280070000000014,28.853901,2502.0,4680868.0
5329.0,55118.0,10.815489,7.0280070000000014,28.853901,2502.0,5399628.0
5456.0,54991.0,10.815489,7.0280070000000014,28.853901,2502.0,5399628.0
5553.0,54894.0,10.815489,7.0280070000000014,28.853901,2502.0,5399628.0
4571.0,55876.0,11.789709,7.292000999999999,28.853901,2590.0,5399628.0
4698.0,55749.0,11.789709,7.292000999999999,31.056365000000003,2590.0,5399628.0
4793.0,55654.0,11.789709,7.292000999999999,31.056365000000003,2590.0,5399628.0
4889.0,55558.0,11.789709,7.292000999999999,31.056365000000003,2590.0,5399628.0
5015.0,55432.0,11.789709,7.292000999999999,31.056365000000003,2590.0,5399628.0
5109.0,55338.0,10.847056,7.171475,31.056365000000003,2590.0,5399628.0
5203.0,55244.0,10.847056,7.171475,28.877067,2590.0,5399628.0
5327.0,55119.0,10.847056,7.171475,28.877067,2590.0,4796801.0
5420.0,55027.0,10.847056,7.171475,28.877067,2590.0,4796801.0
5514.0,54933.0,10.847056,7.171475,28.877067,2590.0,4796801.0
4561.0,55885.0,11.78677,7.426486,28.877067,2355.0,4796801.0
4657.0,55790.0,11.78677,7.426486,31.045697,2355.0,4796801.0
4752.0,55695.0,11.78677,7.426486,31.045697,2355.0,4796801.0
4880.0,55567.0,11.78677,7.426486,31.045697,2355.0,4796801.0
4976.0,55471.0,11.78677,7.426486,31.045697,2355.0,4796801.0
5072.0,55375.0,10.844351,7.303737,31.045697,2355.0,4796801.0
5199.0,55248.0,10.844351,7.303737,28.835269,2355.0,4796801.0
5295.0,55152.0,10.844351,7.303737,28.835269,2355.0,4800996.0
5391.0,55056.0,10.844351,7.303737,28.835269,2355.0,4800996.0
5519.0,54927.0,10.844351,7.303737,28.835269,2355.0,4800996.0
4539.0,55908.0,11.816263,7.563174000000001,28.835269,2407.0,4800996.0
4635.0,55812.0,11.816263,7.563174000000001,31.071205,2407.0,4800996.0
4762.0,55685.0,11.816263,7.563174000000001,31.071205,2407.0,4800996.0
4858.0,55589.0,11.816263,7.563174000000001,31.071205,2407.0,4800996.0
4954.0,55493.0,11.816263,7.563174000000001,31.071205,2407.0,4800996.0
5081.0,55366.0,10.871487,7.438165,31.071205,2407.0,4800996.0
5176.0,55271.0,10.871487,7.438165,28.858738,2407.0,4800996.0
5271.0,55176.0,10.871487,7.438165,28.858738,2407.0,5397971.0
5397.0,55050.0,10.871487,7.438165,28.858738,2407.0,5397971.0
5493.0,54954.0,10.871487,7.438165,28.858738,2407.0,5397971.0
4588.0,55859.0,11.84123,7.69538,28.858738,2339.0,5397971.0
4715.0,55732.0,11.84123,7.69538,31.028833,2339.0,5397971.0
4810.0,55637.0,11.84123,7.69538,31.028833,2339.0,5397971.0
4905.0,55542.0,11.84123,7.69538,31.028833,2339.0,5397971.0
5031.0,55416.0,11.84123,7.69538,31.028833,2339.0,5397971.0
5126.0,55321.0,10.894457,7.568186,31.028833,2339.0,5397971.0
5220.0,55227.0,10.894457,7.568186,28.851736,2339.0,5397971.0
5347.0,55100.0,10.894457,7.568186,28.851736,2339.0,5398930.0
5441.0,55006.0,10.894457,7.568186,28.851736,2339.0,5398930.0
5519.0,54928.0,10.894457,7.568186,28.851736,2339.0,5398930.0
4563.0,55884.0,11.862363,7.823252,28.851736,3041.0,5398930.0
4666.0,55781.0,11.862363,7.823252,31.054374,3041.0,5398930.0
4762.0,55685.0,11.862363,7.823252,31.054374,3041.0,5398930.0
4888.0,55559.0,11.862363,7.823252,31.054374,3041.0,5398930.0
4983.0,55464.0,11.862363,7.823252,31.054374,3041.0,5398930.0
5078.0,55368.0,10.913901,7.6939449999999985,31.054374,3041.0,5398930.0
5206.0,55241.0,10.913901,7.6939449999999985,28.843252000000003,3041.0,5398930.0
5301.0,55146.0,10.913901,7.6939449999999985,28.843252000000003,3041.0,4798357.0
5396.0,55051.0,10.913901,7.6939449999999985,28.843252000000003,3041.0,4798357.0
4511.0,55936.0,10.913901,7.6939449999999985,28.843252000000003,2146.0,4798357.0
4606.0,55841.0,11.84827,7.94032,28.843252000000003,2146.0,4798357.0
4701.0,55746.0,11.84827,7.94032,31.014586,2146.0,4798357.0
4828.0,55619.0,11.84827,7.94032,31.014586,2146.0,4798357.0
4923.0,55524.0,11.84827,7.94032,31.014586,2146.0,4798357.0
5019.0,55428.0,11.84827,7.94032,31.014586,2146.0,4798357.0
5146.0,55301.0,10.900934,7.809077999999999,31.014586,2146.0,4798357.0
5243.0,55204.0,10.900934,7.809077999999999,28.806645,2146.0,4798357.0
5338.0,55108.0,10.900934,7.809077999999999,28.806645,2146.0,5404361.0
5464.0,54983.0,10.900934,7.809077999999999,28.806645,2146.0,5404361.0
5563.0,54884.0,10.900934,7.809077999999999,28.806645,2146.0,5404361.0
4579.0,55868.0,11.868322,8.060162,28.806645,2334.0,5404361.0
4707.0,55740.0,11.868322,8.060162,31.012888,2334.0,5404361.0
4803.0,55644.0,11.868322,8.060162,31.012888,2334.0,5404361.0
4899.0,55548.0,11.868322,8.060162,31.012888,2334.0,5404361.0
5025.0,55422.0,11.868322,8.060162,31.012888,2334.0,5404361.0
5117.0,55330.0,10.919384,7.926939,31.012888,2334.0,5404361.0
5211.0,55236.0,10.919384,7.926939,28.837066,2334.0,5404361.0
5336.0,55111.0,10.919384,7.926939,28.837066,2334.0,4801448.0
5428.0,55019.0,10.919384,7.926939,28.837066,2334.0,4801448.0
5526.0,54921.0,10.919384,7.926939,28.837066,2334.0,4801448.0
4664.0,55783.0,11.853314,8.169464,31.008894,2311.0,4801448.0
4759.0,55688.0,11.853314,8.169464,31.008894,2311.0,4801448.0
4886.0,55561.0,11.853314,8.169464,31.008894,2311.0,4801448.0
4981.0,55466.0,11.853314,8.169464,31.008894,2311.0,4801448.0
5077.0,55370.0,10.905575,8.034434,31.008894,2311.0,4801448.0
5204.0,55243.0,10.905575,8.034434,28.801409000000003,2311.0,4801448.0
5298.0,55149.0,10.905575,8.034434,28.801409000000003,2311.0,4798138.0
5393.0,55054.0,10.905575,8.034434,28.801409000000003,2311.0,4798138.0
5519.0,54928.0,10.905575,8.034434,28.801409000000003,2311.0,4798138.0
4538.0,55909.0,11.872592,8.281792999999999,28.801409000000003,2345.0,4798138.0
4632.0,55815.0,11.872592,8.281792999999999,31.040053000000004,2345.0,4798138.0
4758.0,55689.0,11.872592,8.281792999999999,31.040053000000004,2345.0,4798138.0
4853.0,55594.0,11.872592,8.281792999999999,31.040053000000004,2345.0,4798138.0
4949.0,55498.0,11.872592,8.281792999999999,31.040053000000004,2345.0,4798138.0
5076.0,55371.0,10.923312,8.144907,31.040053000000004,2345.0,4798138.0
5171.0,55276.0,10.923312,8.144907,28.830076,2345.0,4798138.0
5267.0,55180.0,10.923312,8.144907,28.830076,2345.0,4799369.0
5394.0,55053.0,10.923312,8.144907,28.830076,2345.0,4799369.0
5488.0,54959.0,10.923312,8.144907,28.830076,2345.0,4799369.0
4571.0,55876.0,11.888911,8.39044,28.830076,2694.0,4799369.0
4699.0,55748.0,11.888911,8.39044,31.002463,2694.0,4799369.0
4794.0,55653.0,11.888911,8.39044,31.002463,2694.0,4799369.0
4890.0,55557.0,11.888911,8.39044,31.002463,2694.0,4799369.0
5017.0,55430.0,11.888911,8.39044,31.002463,2694.0,4799369.0
5112.0,55335.0,10.938326,8.251759,31.002463,2694.0,4799369.0
5208.0,55239.0,10.938326,8.251759,28.827474,2694.0,4799369.0
5335.0,55112.0,10.938326,8.251759,28.827474,2694.0,4798916.0
5398.0,55049.0,10.938326,8.251759,28.827474,2694.0,4798916.0
5477.0,54969.0,10.938326,8.251759,28.827474,2694.0,4798916.0
4557.0,55890.0,11.870742,8.488914,28.827474,2786.0,4798916.0
4663.0,55784.0,11.870742,8.488914,31.000069,2786.0,4798916.0
4760.0,55687.0,11.870742,8.488914,31.000069,2786.0,4798916.0
4886.0,55561.0,11.870742,8.488914,31.000069,2786.0,4798916.0
4982.0,55465.0,11.870742,8.488914,31.000069,2786.0,4798916.0
5077.0,55370.0,10.92161,8.348605000000001,31.000069,2786.0,4798916.0
5204.0,55243.0,10.92161,8.348605000000001,28.79329,2786.0,4798916.0
5299.0,55148.0,10.92161,8.348605000000001,28.79329,2786.0,4797894.0
5394.0,55053.0,10.92161,8.348605000000001,28.79329,2786.0,4797894.0
5521.0,54926.0,10.92161,8.348605000000001,28.79329,2152.0,4797894.0
4604.0,55843.0,11.887345,8.590771,28.79329,2152.0,4797894.0
4699.0,55748.0,11.887345,8.590771,31.0006,2152.0,4797894.0
4826.0,55621.0,11.887345,8.590771,31.0006,2152.0,4797894.0
4922.0,55525.0,11.887345,8.590771,31.0006,2152.0,4797894.0
5017.0,55430.0,11.887345,8.590771,31.0006,2152.0,4797894.0
5145.0,55302.0,10.936885,8.448777999999999,31.0006,2152.0,4797894.0
5241.0,55206.0,10.936885,8.448777999999999,28.793778000000003,2152.0,4797894.0
5336.0,55111.0,10.936885,8.448777999999999,28.793778000000003,2152.0,5401030.0
5461.0,54986.0,10.936885,8.448777999999999,28.793778000000003,2152.0,5401030.0
5525.0,54922.0,10.936885,8.448777999999999,28.793778000000003,2152.0,5401030.0
4576.0,55870.0,11.901398,8.689289,28.793778000000003,2505.0,5401030.0
4703.0,55744.0,11.901398,8.689289,33.847469,2505.0,5401030.0
4797.0,55650.0,11.901398,8.689289,33.847469,2505.0,5401030.0
4892.0,55555.0,11.901398,8.689289,33.847469,2505.0,5401030.0
5019.0,55428.0,11.901398,8.689289,33.847469,2505.0,5401030.0
5114.0,55333.0,10.949815,8.545667,33.847469,2505.0,5401030.0
5210.0,55237.0,10.949815,8.545667,31.445006,2505.0,5401030.0
5337.0,55110.0,10.949815,8.545667,31.445006,2505.0,4801755.0
5432.0,55014.0,10.949815,8.545667,31.445006,2505.0,4801755.0
5529.0,54917.0,10.949815,8.545667,31.445006,2505.0,4801755.0
4580.0,55866.0,11.881312,8.777965,31.445006,2328.0,4801755.0
4676.0,55771.0,11.881312,8.777965,33.408315,2328.0,4801755.0
4771.0,55676.0,11.881312,8.777965,33.408315,2328.0,4801755.0
4898.0,55549.0,11.881312,8.777965,33.408315,2328.0,4801755.0
4993.0,55454.0,11.881312,8.777965,33.408315,2328.0,4801755.0
5088.0,55359.0,10.931335,8.632878,33.408315,2328.0,4801755.0
5215.0,55232.0,10.931335,8.632878,31.008982,2328.0,4801755.0
5310.0,55137.0,10.931335,8.632878,31.008982,2328.0,4796187.0
5406.0,55041.0,10.931335,8.632878,31.008982,2328.0,4796187.0
5534.0,54913.0,10.931335,8.632878,31.008982,2328.0,4796187.0
4609.0,55838.0,11.896292,8.870346000000003,31.008982,2340.0,4796187.0
4705.0,55742.0,11.896292,8.870346000000003,33.039136,2340.0,4796187.0
4831.0,55616.0,11.896292,8.870346000000003,33.039136,2340.0,4796187.0
4926.0,55521.0,11.896292,8.870346000000003,33.039136,2340.0,4796187.0
5020.0,55426.0,11.896292,8.870346000000003,33.039136,2340.0,4796187.0
5147.0,55300.0,10.945117,8.723732,33.039136,2340.0,4796187.0
5242.0,55204.0,10.945117,8.723732,30.669322,2340.0,4796187.0
5338.0,55109.0,10.945117,8.723732,30.669322,2340.0,5399390.0
5465.0,54982.0,10.945117,8.723732,30.669322,2340.0,5399390.0
5562.0,54885.0,10.945117,8.723732,30.669322,2340.0,5399390.0
4579.0,55868.0,11.908973,8.959698,30.669322,2268.0,5399390.0
4707.0,55740.0,11.908973,8.959698,32.726633,2268.0,5399390.0
4802.0,55645.0,11.908973,8.959698,32.726633,2268.0,5399390.0
4897.0,55550.0,11.908973,8.959698,32.726633,2268.0,5399390.0
5025.0,55422.0,11.908973,8.959698,32.726633,2268.0,5399390.0
5120.0,55327.0,10.956784,8.811607,32.726633,2268.0,5399390.0
5216.0,55231.0,10.956784,8.811607,30.413787,2268.0,5399390.0
5343.0,55104.0,10.956784,8.811607,30.413787,2268.0,5398602.0
5439.0,55008.0,10.956784,8.811607,30.413787,2268.0,5398602.0
5535.0,54912.0,10.956784,8.811607,30.413787,2268.0,5398602.0
4579.0,55868.0,11.919706,9.04612,30.413787,2371.0,5398602.0
4675.0,55772.0,11.919706,9.04612,32.49153,2371.0,5398602.0
4770.0,55677.0,11.919706,9.04612,32.49153,2371.0,5398602.0
4897.0,55550.0,11.919706,9.04612,32.49153,2371.0,5398602.0
4992.0,55455.0,11.919706,9.04612,32.49153,2371.0,5398602.0
5087.0,55359.0,10.966659,8.896600999999997,32.49153,2371.0,5398602.0
5214.0,55232.0,10.966659,8.896600999999997,30.1655,2371.0,5398602.0
5309.0,55138.0,10.966659,8.896600999999997,30.1655,2371.0,4803430.0
5404.0,55043.0,10.966659,8.896600999999997,30.1655,2371.0,4803430.0
5532.0,54915.0,10.966659,8.896600999999997,30.1655,2371.0,4803430.0
4591.0,55856.0,11.864827,9.116487,30.1655,3077.0,4803430.0
4699.0,55748.0,11.864827,9.116487,32.231112,3077.0,4803430.0
4832.0,55614.0,11.864827,9.116487,32.231112,3077.0,4803430.0
4927.0,55520.0,11.864827,9.116487,32.231112,3077.0,4803430.0
5021.0,55426.0,11.864827,9.116487,32.231112,3077.0,4803430.0
5146.0,55301.0,10.94815,8.972416,32.231112,3077.0,4803430.0
5242.0,55205.0,10.94815,8.972416,29.925904,3077.0,4803430.0
5338.0,55109.0,10.94815,8.972416,29.925904,3077.0,5398455.0
5466.0,54981.0,10.94815,8.972416,29.925904,3077.0,5398455.0
5561.0,54885.0,10.94815,8.972416,29.925904,3077.0,5398455.0
4577.0,55870.0,11.911763,9.204272,29.925904,2346.0,5398455.0
4704.0,55743.0,11.911763,9.204272,32.042656,2346.0,5398455.0
4799.0,55648.0,11.911763,9.204272,32.042656,2346.0,5398455.0
4892.0,55554.0,11.911763,9.204272,32.042656,2346.0,5398455.0
5017.0,55430.0,11.911763,9.204272,32.042656,2346.0,5398455.0
5111.0,55336.0,10.959351,9.052139,32.042656,2346.0,5398455.0
5205.0,55242.0,10.959351,9.052139,29.784498,2346.0,5398455.0
5330.0,55117.0,10.959351,9.052139,29.784498,2346.0,5400828.0
5426.0,55021.0,10.959351,9.052139,29.784498,2346.0,5400828.0
5522.0,54925.0,10.959351,9.052139,29.784498,2346.0,5400828.0
4570.0,55877.0,11.922068,9.282676,29.784498,2601.0,5400828.0
4665.0,55782.0,11.922068,9.282676,31.912556,2601.0,5400828.0
4760.0,55687.0,11.922068,9.282676,31.912556,2601.0,5400828.0
4887.0,55559.0,11.922068,9.282676,31.912556,2601.0,5400828.0
